;TAZID,CO_TAZID,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ,AVGINCOME,Enrol_Elem,Enrol_Midl,Enrol_High,CO_FIPS,CO_NAME
124,30124,151.3,423.2,2.8,20.8,1.9,4.4,14.5,30.2,1.2,0.7,2.1,2.4,1.6,1.7,1.0,10.2,0.0,0.0,1.6,7.8,53211,0.0,0.0,0.0,3,BOX ELDER
125,30125,141.9,415.3,2.93,36.8,14.1,8.2,14.6,75.7,13.4,0.7,5.8,2.4,3.1,1.8,1.0,8.6,30.0,0.0,1.6,7.3,75963,0.0,0.0,0.0,3,BOX ELDER
126,30126,225.4,710.4,3.15,29.0,3.0,10.7,15.3,40.6,2.6,0.4,9.5,1.2,1.2,0.9,3.2,10.0,0.0,0.0,0.0,11.6,53211,0.0,0.0,0.0,3,BOX ELDER
127,30127,355.0,1048.6,2.95,25.3,5.7,3.5,16.2,43.5,5.1,0.5,1.7,1.8,2.0,1.4,0.8,12.0,0.0,0.0,0.0,18.2,75963,0.0,0.0,0.0,3,BOX ELDER
128,30128,352.4,705.6,2.0,109.7,10.8,59.6,39.3,142.5,8.2,2.7,20.7,38.8,3.4,17.3,3.8,14.7,0.0,11.7,3.1,18.1,69896,0.0,0.0,0.0,3,BOX ELDER
129,30129,75.8,172.5,2.28,2.1,0.3,0.7,1.1,6.0,0.2,0.1,0.4,0.4,0.1,0.3,0.2,0.5,0.0,0.0,0.0,3.9,53211,0.0,0.0,0.0,3,BOX ELDER
130,30130,5.5,15.6,2.84,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.3,53211,0.0,0.0,0.0,3,BOX ELDER
131,30131,14.2,35.8,2.52,10.7,0.0,0.0,10.7,42.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,0.0,0.0,31.2,0.7,53211,0.0,0.0,0.0,3,BOX ELDER
132,30132,4.4,15.4,3.48,25.8,0.0,25.8,0.0,33.8,0.0,0.0,0.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.2,53211,0.0,0.0,0.0,3,BOX ELDER
133,30133,6.0,21.0,3.48,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.3,53211,0.0,0.0,0.0,3,BOX ELDER
134,30134,4.4,6.9,1.55,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.2,53211,0.0,0.0,0.0,3,BOX ELDER
135,30135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53211,0.0,0.0,0.0,3,BOX ELDER
141,570141,436.5,1111.738066,2.546937151,2179.5,7.8,718.5,1453.2,3104.14304,0.5,7.333333333,715.3333333,3.166666667,32.5,1308.0,3.833333333,108.8333333,75.58515778,138.9787234,683.24295,26.83620845,60843,0.0,0.0,0.0,57,WEBER
142,570142,203.0,514.893814,2.536422729,135.8,0.2,5.8,129.8,452.1669097,0.0,0.166666667,5.5,0.333333333,10.5,91.0,0.166666667,28.16666667,10.53470057,0.0,293.2966635,12.50221229,60843,0.0,0.0,0.0,57,WEBER
143,570143,128.1666667,352.5366923,2.750611383,0.5,0.2,0.0,0.3,148.7078708,0.0,0.166666667,0.0,0.0,0.0,0.0,0.166666667,0.166666667,17.39264972,0.0,122.8142307,8.000990366,60843,0.0,0.0,0.0,57,WEBER
144,570144,64.83333333,163.4029564,2.520354083,0.0,0.0,0.0,0.0,22.03333289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.20135977,0.0,7.831390698,4.000582423,66989,0.0,0.0,0.0,57,WEBER
145,570145,497.0,1316.555955,2.649005946,0.0,0.0,0.0,0.0,141.1766051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.688490696,0.0,103.6508587,30.83725572,66989,0.0,0.0,0.0,57,WEBER
146,570146,294.5,769.1260858,2.611633568,2.3,0.0,0.3,2.0,31.01747897,0.0,0.0,0.166666667,0.166666667,0.166666667,0.666666667,1.0,0.166666667,4.682338641,0.0,5.832422977,18.16938402,66989,0.0,0.0,0.0,57,WEBER
147,570147,454.3333333,1216.004554,2.676459033,46.7,1.8,2.2,42.7,119.3598622,0.166666667,1.666666667,1.833333333,0.333333333,7.166666667,18.5,8.166666667,8.833333333,7.357402908,0.0,37.16582447,28.16996814,66989,0.0,0.0,0.0,57,WEBER
148,570148,489.6666667,1293.039666,2.640652824,219.7,15.0,9.8,194.8,438.181018,13.66666667,1.333333333,0.833333333,9.0,8.333333333,162.5,8.333333333,15.66666667,3.010072642,0.0,185.167372,30.33690675,82188,0.0,0.0,0.0,57,WEBER
149,570149,615.1666667,1680.213842,2.731314834,54.7,0.7,0.5,53.5,170.3404023,0.5,0.166666667,0.5,0.0,22.66666667,7.333333333,2.833333333,20.66666667,5.853480483,0.0,71.81559483,38.00466036,82191,0.0,0.0,0.0,57,WEBER
150,570150,596.1666667,1766.247379,2.962673825,531.0,142.7,108.7,279.7,583.8336847,138.0,4.666666667,9.166666667,99.5,10.16666667,148.0,1.166666667,120.3333333,0.0,0.0,15.9961369,36.83754775,82684,0.0,0.0,0.0,57,WEBER
151,570151,344.6666667,984.3008028,2.855805037,184.2,21.2,18.8,144.2,321.489681,15.16666667,6.0,1.333333333,17.5,7.0,103.0,12.5,21.66666667,1.003357547,0.0,114.9836247,21.33603216,82427,921.0,0.0,0.0,57,WEBER
152,570152,740.1666667,2061.444727,2.785108841,82.3,0.0,16.7,65.7,205.1664182,0.0,0.0,14.33333333,2.333333333,4.333333333,26.0,20.33333333,15.0,1.170861735,0.0,75.65692132,46.00530184,82684,0.0,1163.0,0.0,57,WEBER
153,570153,46.5,114.3037339,2.458144816,6.0,0.0,0.2,5.8,89.53039437,0.0,0.0,0.0,0.166666667,0.166666667,0.666666667,4.0,1.0,12.87558089,0.0,67.82111121,2.833702278,60843,0.0,0.0,0.0,57,WEBER
154,570154,304.6666667,833.8797289,2.73702318,3.7,0.0,0.0,3.7,104.3737803,0.0,0.0,0.0,0.0,0.166666667,0.333333333,2.833333333,0.333333333,13.04114107,0.0,68.66404913,19.00192344,60843,0.0,0.0,0.0,57,WEBER
155,570155,229.6666667,628.924233,2.738421914,14.3,0.2,0.3,13.8,295.078611,0.0,0.166666667,0.166666667,0.166666667,1.166666667,4.333333333,7.333333333,1.0,33.11079906,0.0,233.4659675,14.16851111,60843,0.0,0.0,0.0,57,WEBER
156,570156,151.5,413.7596147,2.731086566,12.3,0.3,0.3,11.7,145.0630964,0.166666667,0.166666667,0.333333333,0.0,1.0,2.666666667,7.833333333,0.166666667,23.41028145,0.0,100.1519018,9.16757982,60843,0.0,0.0,0.0,57,WEBER
157,570157,91.5,206.8862026,2.261051395,5.8,0.0,0.3,5.5,119.5805417,0.0,0.0,0.166666667,0.166666667,0.5,1.166666667,2.666666667,1.166666667,25.08534111,0.0,82.99446283,5.667404394,60843,0.0,0.0,0.0,57,WEBER
158,570158,482.8333333,1256.0622,2.601440525,68.2,21.8,4.2,42.2,141.1690258,0.166666667,21.66666667,0.5,3.666666667,7.666666667,9.666666667,10.66666667,14.16666667,1.839491014,0.0,41.32572901,29.83713912,56064,768.0,0.0,0.0,57,WEBER
159,570159,874.0,2337.358117,2.674322788,226.8,0.3,5.0,221.5,311.1998944,0.333333333,0.0,0.333333333,4.666666667,10.5,200.8333333,3.666666667,6.5,8.527142324,0.0,21.66647921,54.17293958,60183,0.0,0.0,1997.0,57,WEBER
160,570160,242.5,616.8042481,2.543522673,26.8,1.7,0.7,24.5,64.84373401,1.666666667,0.0,0.333333333,0.333333333,1.5,12.16666667,0.5,10.33333333,3.678421814,0.0,19.49716901,14.83480986,74507,0.0,0.0,0.0,57,WEBER
161,570161,509.6666667,1316.41127,2.58288673,2.5,0.0,0.0,2.5,95.00160858,0.0,0.0,0.0,0.0,0.333333333,0.666666667,1.166666667,0.333333333,1.170581628,0.0,59.66111617,31.66991078,74507,0.0,0.0,0.0,57,WEBER
162,570162,810.8333333,1778.960716,2.193990606,907.8,49.0,494.7,364.2,1005.528732,47.83333333,1.166666667,325.3333333,169.3333333,13.0,179.1666667,47.5,124.5,7.357119976,0.0,39.8323365,50.50594263,74507,0.0,0.0,0.0,57,WEBER
163,570163,30.33333333,78.38257076,2.584040794,45.7,0.0,0.3,45.3,52.83240368,0.0,0.0,0.166666667,0.166666667,0.333333333,5.833333333,3.0,36.16666667,0.0,0.0,5.33226759,1.833469423,74507,0.0,0.0,0.0,57,WEBER
164,570164,109.8333333,300.0426406,2.73179946,2.0,0.0,0.0,2.0,25.50157694,0.0,0.0,0.0,0.0,0.166666667,0.166666667,0.333333333,1.333333333,0.83585336,0.0,15.99843497,6.667288615,74507,0.0,0.0,0.0,57,WEBER
165,570165,47.16666667,121.2666176,2.571023694,169.0,45.7,19.0,104.3,172.6701219,45.33333333,0.333333333,9.5,9.5,3.666666667,60.16666667,1.166666667,39.33333333,1.003357547,0.0,0.0,2.666764339,74507,0.0,0.0,0.0,57,WEBER
166,570166,247.6666667,647.1108881,2.612829966,4.3,0.0,0.3,4.0,412.8697597,0.0,0.0,0.333333333,0.0,0.833333333,0.5,2.333333333,0.333333333,23.24529082,0.0,370.2899687,15.00116682,68646,0.0,0.0,0.0,57,WEBER
167,570167,151.3333333,383.8902473,2.536719696,3.0,0.0,0.2,2.8,175.3578351,0.0,0.0,0.0,0.166666667,0.166666667,1.0,0.333333333,1.333333333,12.87642404,0.0,149.9801876,9.501223438,68532,0.0,0.0,0.0,57,WEBER
168,570168,278.6666667,712.1175986,2.555445928,45.7,9.0,3.7,33.0,286.5501203,9.0,0.0,0.333333333,3.333333333,14.16666667,7.5,5.5,5.833333333,19.22794833,0.0,204.1531171,17.50238828,68532,0.0,0.0,0.0,57,WEBER
169,570169,355.1666667,893.3657941,2.515342452,74.7,0.3,1.2,73.2,387.8645664,0.0,0.333333333,1.0,0.166666667,7.0,57.16666667,5.666666667,3.333333333,21.07246276,0.0,270.1228737,22.00256325,68532,0.0,0.0,0.0,57,WEBER
170,570170,60.5,158.0886124,2.613034915,1.5,0.0,0.0,1.5,32.00724588,0.0,0.0,0.0,0.0,0.333333333,0.166666667,0.5,0.5,2.341164191,0.0,24.33214672,3.833934972,74607,0.0,0.0,0.0,57,WEBER
171,570171,277.3333333,724.7534726,2.613293772,1.0,0.0,0.0,1.0,79.03389873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.20668646,0.0,48.65887455,17.16833772,74607,0.0,0.0,0.0,57,WEBER
172,570172,165.6666667,424.2761736,2.561023181,0.0,0.0,0.0,0.0,17.33730368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.336974692,0.0,5.832167677,10.16816131,74607,0.0,0.0,0.0,57,WEBER
173,570173,487.3333333,1249.867565,2.564707726,827.0,244.0,15.5,567.5,987.5391374,209.6666667,34.33333333,13.5,2.0,218.0,59.5,45.16666667,244.8333333,14.21506169,0.0,116.3205798,30.00349583,74607,0.0,0.0,0.0,57,WEBER
174,570174,76.16666667,207.1698451,2.719954203,0.0,0.0,0.0,0.0,14.66471304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.16424674,4.500466306,80065,0.0,0.0,0.0,57,WEBER
175,570175,110.0,300.1895205,2.728995641,0.0,0.0,0.0,0.0,126.0049545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.5106383,50.66020594,6.834110222,80065,0.0,0.0,0.0,57,WEBER
176,570176,935.8333333,2518.96213,2.691678145,38.3,1.3,0.3,36.7,270.8290452,0.0,1.333333333,0.0,0.333333333,1.166666667,13.83333333,1.0,20.66666667,1.671986827,0.0,172.6510169,58.17270812,80065,0.0,0.0,0.0,57,WEBER
177,570177,286.3333333,756.5429089,2.642175468,1220.8,134.2,482.3,604.3,1240.509084,11.5,122.6666667,454.1666667,28.16666667,157.8333333,295.6666667,13.66666667,137.1666667,2.006715095,0.0,0.0,17.66903533,74269,0.0,0.0,0.0,57,WEBER
178,570178,785.0,2164.608764,2.757463394,867.7,25.3,378.8,463.5,967.8567263,23.66666667,1.666666667,225.8333333,153.0,3.833333333,134.5,142.5,182.6666667,3.678701922,0.0,47.67264371,48.838714,74269,0.0,0.0,0.0,57,WEBER
179,570179,630.8333333,1756.798634,2.784885549,341.0,53.7,57.3,230.0,412.3411181,11.83333333,41.83333333,19.16666667,38.16666667,51.33333333,67.0,46.16666667,65.5,2.006715095,0.0,30.16228136,39.17212168,74269,0.0,0.0,0.0,57,WEBER
180,570180,29.33333333,83.39619955,2.843052257,0.0,0.0,0.0,0.0,17.163783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.49690268,1.66688032,82031,0.0,0.0,0.0,57,WEBER
181,570181,139.5,385.9585296,2.766727811,9.2,0.0,8.7,0.5,23.33307519,0.0,0.0,0.0,8.666666667,0.0,0.166666667,0.166666667,0.166666667,0.0,0.0,5.665534315,8.500874209,82031,0.0,0.0,0.0,57,WEBER
182,570182,383.5,1051.841445,2.742741707,4.5,0.2,0.5,3.8,125.3232846,0.0,0.166666667,0.5,0.0,0.5,0.333333333,1.5,1.5,0.0,0.0,96.98707701,23.83620764,75428,0.0,0.0,0.0,57,WEBER
183,570183,1027.166667,2895.478228,2.818898161,373.8,3.7,12.0,358.2,450.5069715,1.833333333,1.833333333,2.166666667,9.833333333,18.0,287.6666667,27.83333333,24.66666667,0.0,0.0,12.83271187,63.84092632,89059,583.0,0.0,1895.0,57,WEBER
184,570184,1146.166667,3126.005051,2.72735645,7.7,0.0,3.3,4.3,133.6654715,0.0,0.0,3.166666667,0.166666667,0.0,0.0,1.0,3.333333333,0.0,0.0,54.99099654,71.00780825,75428,0.0,0.0,0.0,57,WEBER
185,570185,534.3333333,1197.393774,2.240911617,275.2,29.8,2.0,243.3,341.8358207,0.333333333,29.5,1.166666667,0.833333333,54.83333333,43.0,21.66666667,123.8333333,2.006715095,0.0,31.65865212,33.00378685,47778,0.0,0.0,0.0,57,WEBER
186,570186,598.5,1418.352326,2.369845156,835.5,188.7,5.8,641.0,1008.653547,47.16666667,141.5,3.333333333,2.5,113.5,97.66666667,197.1666667,232.6666667,1.672549866,0.0,134.3123637,37.16863333,47778,0.0,0.0,0.0,57,WEBER
187,570187,899.0,2564.645138,2.85277546,158.5,1.3,2.3,154.8,248.6698361,0.0,1.333333333,2.333333333,0.0,27.5,81.83333333,24.66666667,20.83333333,0.0,0.0,34.66290396,55.5069321,85949,753.0,0.0,0.0,57,WEBER
188,570188,216.8333333,616.9494983,2.845270553,1.5,0.0,0.3,1.2,22.00150148,0.0,0.0,0.333333333,0.0,0.166666667,0.0,0.833333333,0.166666667,0.0,0.0,7.166633961,13.33486752,84050,0.0,0.0,0.0,57,WEBER
189,570189,400.5,1171.220978,2.924396949,100.8,0.2,1.0,99.7,157.9978725,0.0,0.166666667,0.833333333,0.166666667,2.0,87.66666667,3.666666667,6.333333333,0.0,0.0,32.32821543,24.83632376,63268,0.0,681.0,0.0,57,WEBER
190,570190,481.5,1228.845583,2.552119591,2.0,0.0,0.0,2.0,54.3336424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,22.49650296,29.83713944,68447,0.0,0.0,0.0,57,WEBER
191,570191,707.8333333,1735.635877,2.452040325,158.3,25.2,0.8,132.3,324.2029943,11.83333333,13.33333333,0.666666667,0.166666667,11.33333333,66.5,20.0,34.5,0.0,0.0,122.1982353,43.67142567,63759,550.0,0.0,0.0,57,WEBER
192,570192,674.3333333,1782.072347,2.642717272,18.3,8.8,0.5,9.0,93.67299021,0.0,8.833333333,0.333333333,0.166666667,3.833333333,2.666666667,1.166666667,1.333333333,1.003357547,0.0,32.83157988,41.50471945,70707,0.0,0.0,0.0,57,WEBER
193,570193,232.8333333,617.7115832,2.653020401,2104.7,159.2,1455.0,490.5,2144.171688,14.66666667,144.5,245.8333333,1209.166667,26.5,146.8333333,1.666666667,315.5,2.340052132,0.0,22.83062439,14.33434471,62747,0.0,0.0,0.0,57,WEBER
194,570194,173.3333333,476.3180394,2.747988689,2050.8,1.8,1415.3,633.7,2061.501204,0.333333333,1.5,1018.333333,397.0,6.666666667,224.6666667,1.333333333,401.0,0.0,0.0,0.0,10.66787088,62747,0.0,0.0,0.0,57,WEBER
195,570195,720.8333333,1780.612863,2.470214376,605.0,39.5,226.8,338.7,685.6830668,11.33333333,28.16666667,19.0,207.8333333,44.16666667,93.5,48.0,153.0,1.839758991,0.0,34.33684395,44.50646384,45645,0.0,0.0,0.0,57,WEBER
196,570196,1893.0,4579.508266,2.419180278,1026.0,88.3,5.2,932.5,1218.357783,24.0,64.33333333,4.666666667,0.5,69.0,337.8333333,211.1666667,314.5,0.83585336,0.0,74.34252101,117.1794086,63780,1436.0,1149.0,0.0,57,WEBER
197,570197,361.5,852.2545589,2.357550647,336.5,19.8,4.2,312.5,455.8258881,1.333333333,18.5,2.0,2.166666667,122.8333333,46.33333333,39.33333333,104.0,0.667786133,0.0,96.32096545,22.33713648,57050,0.0,0.0,0.0,57,WEBER
198,570198,1220.333333,3177.585188,2.603866584,269.7,92.5,4.8,172.3,472.6524478,37.16666667,55.33333333,1.0,3.833333333,54.0,21.83333333,17.66666667,78.83333333,0.0,0.0,127.1438644,75.84191675,57050,0.0,0.0,0.0,57,WEBER
199,570199,513.6666667,1372.338029,2.671650932,541.3,11.7,11.7,518.0,577.0028304,4.166666667,7.5,2.0,9.666666667,59.33333333,76.0,15.83333333,366.8333333,0.0,0.0,3.832822631,31.83667444,57050,0.0,0.0,0.0,57,WEBER
200,570200,694.3333333,1665.551167,2.398777485,1840.0,718.2,233.7,888.2,1960.16249,526.8333333,191.3333333,144.5,89.16666667,51.5,110.1666667,40.83333333,685.6666667,0.333337037,0.0,76.82460762,43.00454542,61063,624.0,0.0,0.0,57,WEBER
201,570201,853.0,1964.581023,2.303143051,1175.7,308.2,0.5,867.0,1292.028176,209.8333333,98.33333333,0.5,0.0,19.33333333,276.0,276.8333333,294.8333333,0.836133467,0.0,62.85249421,52.67288143,58354,0.0,0.0,0.0,57,WEBER
202,570202,202.5,507.8056173,2.507682061,0.0,0.0,0.0,0.0,133.3125196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.335012135,0.0,120.3092875,12.66821993,58354,0.0,0.0,0.0,57,WEBER
203,570203,435.5,1128.429036,2.591111449,21.0,0.0,10.5,10.5,62.34536017,0.0,0.0,10.33333333,0.166666667,0.333333333,2.833333333,6.833333333,0.5,3.010072642,0.0,11.49931166,26.83597586,59979,0.0,0.0,0.0,57,WEBER
204,570204,654.0,1664.946239,2.545789356,344.7,136.2,0.5,208.0,501.4978731,20.16666667,116.0,0.5,0.0,13.5,88.5,39.66666667,66.33333333,0.0,0.0,116.3266615,40.50454498,66466,524.0,0.0,0.0,57,WEBER
205,570205,417.8333333,1145.893836,2.7424663,10.5,0.0,0.3,10.2,44.33294398,0.0,0.0,0.166666667,0.166666667,0.0,5.333333333,4.833333333,0.0,0.0,0.0,7.830902395,26.00204158,66466,0.0,0.0,0.0,57,WEBER
206,570206,67.16666667,176.1404787,2.622438889,0.5,0.0,0.0,0.5,4.834850111,0.0,0.0,0.0,0.0,0.0,0.166666667,0.166666667,0.166666667,0.167504188,0.0,0.0,4.167345924,66466,0.0,0.0,0.0,57,WEBER
207,570207,1296.0,3192.102308,2.463041904,300.2,33.8,6.7,259.7,429.170939,1.0,32.83333333,6.333333333,0.333333333,62.33333333,26.5,76.66666667,94.16666667,0.83529032,0.0,47.82531889,80.34366317,34574,555.0,0.0,0.0,57,WEBER
208,570208,1013.666667,2705.015815,2.66854569,118.0,5.5,3.8,108.7,189.1754668,5.5,0.0,0.166666667,3.666666667,5.833333333,91.33333333,0.166666667,11.33333333,0.502236215,0.0,7.832711608,62.84051898,54132,428.0,0.0,0.0,57,WEBER
209,570209,1601.333333,3922.488445,2.449514016,134.5,17.2,0.8,116.5,269.6725513,17.0,0.166666667,0.166666667,0.666666667,4.0,11.33333333,64.83333333,36.33333333,0.0,0.0,35.99593758,99.17661375,33306,0.0,0.0,0.0,57,WEBER
210,570210,643.0,1694.983312,2.636054917,1.7,0.0,0.2,1.5,72.16726132,0.0,0.0,0.0,0.166666667,0.166666667,0.333333333,0.166666667,0.833333333,0.0,0.0,30.66258105,39.83801361,45718,0.0,0.0,0.0,57,WEBER
211,570211,281.5,777.6960933,2.762685944,106.2,7.2,8.2,90.8,144.8483607,4.833333333,2.333333333,7.333333333,0.833333333,11.66666667,37.5,22.66666667,19.0,4.513992242,0.0,16.66554635,17.50215541,62747,0.0,0.0,0.0,57,WEBER
212,570212,52.5,144.0348681,2.743521297,660.3,13.2,5.5,641.7,670.1737223,5.833333333,7.333333333,2.333333333,3.166666667,141.0,193.5,93.33333333,213.8333333,2.174219282,0.0,4.332467417,3.333702292,62747,426.0,183.0,183.0,57,WEBER
213,570213,398.8333333,1007.634553,2.526455211,173.8,29.5,1.2,143.2,220.3542331,26.5,3.0,0.333333333,0.833333333,32.66666667,61.0,1.166666667,48.33333333,4.013430189,0.0,17.83767665,24.66979288,62747,462.0,0.0,0.0,57,WEBER
214,570214,339.6666667,738.6566242,2.174651494,891.5,0.3,6.2,885.0,912.502447,0.0,0.333333333,3.333333333,2.833333333,5.833333333,481.1666667,309.1666667,88.83333333,0.0,0.0,0.0,21.00244697,45090,503.0,0.0,0.0,57,WEBER
215,570215,0.0,0.0,0.0,5566.8,768.0,1606.8,3192.0,5566.833333,738.0,30.0,1104.5,502.3333333,752.5,1152.833333,17.83333333,1268.833333,0.0,0.0,0.0,0.0,45090,0.0,0.0,0.0,57,WEBER
216,570216,165.6666667,375.0254652,2.263735203,8344.5,108.2,1447.2,6789.2,8419.345231,100.5,7.666666667,887.5,559.6666667,197.3333333,4809.166667,31.16666667,1751.5,3.010072642,0.0,61.5,10.33515796,45090,0.0,0.0,0.0,57,WEBER
217,570217,1429.166667,3751.405516,2.624890157,162.5,2.5,1.2,158.8,282.1881123,1.0,1.5,0.833333333,0.333333333,10.16666667,93.83333333,0.166666667,54.66666667,1.003357547,0.0,30.17368695,88.51106783,44718,0.0,0.0,0.0,57,WEBER
218,570218,705.0,1859.386212,2.637427251,670.3,205.5,99.8,365.0,1033.356963,190.0,15.5,91.5,8.333333333,50.83333333,56.16666667,11.0,247.0,1.003357547,0.0,318.181269,43.83900301,44718,0.0,0.0,0.0,57,WEBER
219,570219,1228.666667,2783.278697,2.265283801,1261.7,335.3,9.0,917.3,1478.646576,218.5,116.8333333,1.833333333,7.166666667,113.0,133.3333333,97.83333333,573.1666667,0.0,0.0,140.9698322,76.01007686,31000,425.0,0.0,0.0,57,WEBER
220,570220,1046.333333,2268.370422,2.167923308,1696.0,480.3,21.5,1194.2,1826.167602,456.5,23.83333333,21.16666667,0.333333333,8.666666667,698.5,84.0,403.0,1.003357547,0.0,64.15701905,65.00722589,30234,0.0,0.0,0.0,57,WEBER
221,570221,1002.0,2202.973842,2.198576688,475.0,142.3,10.5,322.2,585.5030638,135.3333333,7.0,9.166666667,1.333333333,13.66666667,111.1666667,2.0,195.3333333,0.0,0.0,48.33018036,62.17288348,27691,559.0,862.0,0.0,57,WEBER
222,570222,837.0,2034.363974,2.430542383,181.7,74.5,4.3,102.8,236.8474931,73.83333333,0.666666667,0.833333333,3.5,1.833333333,39.16666667,3.333333333,58.5,2.674781335,0.0,0.833222311,51.67282277,46822,462.0,0.0,0.0,57,WEBER
223,570223,140.6666667,334.2051285,2.375865842,1.7,0.2,0.2,1.3,27.66538655,0.166666667,0.0,0.166666667,0.0,1.0,0.0,0.0,0.333333333,0.0,0.0,17.33102407,8.667695815,46959,0.0,0.0,0.0,57,WEBER
224,570224,580.3333333,1383.126282,2.383330756,32.3,1.0,0.8,30.5,194.4812863,0.0,1.0,0.5,0.333333333,8.166666667,3.666666667,3.333333333,15.33333333,0.0,0.0,126.3102311,35.83772184,48047,0.0,0.0,0.0,57,WEBER
225,570225,606.6666667,1419.643169,2.340071157,17.8,0.5,4.2,13.2,63.00246328,0.166666667,0.333333333,0.166666667,4.0,3.0,1.666666667,0.166666667,8.333333333,0.0,0.0,7.831523872,37.33760607,48151,0.0,0.0,0.0,57,WEBER
226,570226,383.6666667,971.8633083,2.533092897,55.5,25.8,0.3,29.3,89.66770337,25.33333333,0.5,0.333333333,0.0,0.0,5.833333333,2.5,21.0,0.0,0.0,10.49820157,23.6695018,34092,0.0,0.0,0.0,57,WEBER
227,570227,715.0,1649.980477,2.307665003,1193.3,363.2,0.5,829.7,1355.662952,92.83333333,270.3333333,0.333333333,0.166666667,23.66666667,175.0,114.3333333,516.6666667,0.0,0.0,117.9904984,44.33912001,36708,3.5,3.5,0.0,57,WEBER
228,570228,450.8333333,1037.369595,2.301004648,339.8,8.7,17.2,314.0,404.1650307,1.833333333,6.833333333,0.5,16.66666667,3.833333333,113.1666667,142.3333333,54.66666667,0.0,0.0,36.32849276,28.00320464,37097,0.0,0.0,1253.0,57,WEBER
229,570229,565.0,1248.577426,2.209871551,640.3,2.3,0.8,637.2,681.1694046,0.0,2.333333333,0.666666667,0.166666667,7.0,480.3333333,78.66666667,71.16666667,0.0,0.0,5.66534569,35.17072557,48456,502.1538462,15.92307692,15.92307692,57,WEBER
230,570230,549.5,1145.944512,2.085431323,8.7,2.2,0.2,6.3,49.83692696,0.833333333,1.333333333,0.166666667,0.0,1.0,3.0,0.333333333,2.0,0.0,0.0,6.999012041,34.17124826,51091,0.0,0.0,0.0,57,WEBER
231,570231,778.1666667,1708.431739,2.195457365,7.7,2.8,0.0,4.8,59.83894938,0.833333333,2.0,0.0,0.0,0.166666667,1.5,0.0,3.166666667,0.0,0.0,3.999344993,48.17293772,50361,0.0,0.0,0.0,57,WEBER
232,570232,184.3333333,492.0291288,2.66923578,6.2,0.2,0.2,5.8,258.1896917,0.0,0.166666667,0.0,0.166666667,0.333333333,0.5,4.666666667,0.333333333,17.39237055,0.0,223.2956132,11.33504125,79557,0.0,0.0,0.0,57,WEBER
233,570233,119.0,310.9748026,2.613233635,12.8,4.3,6.5,2.0,80.34594761,4.333333333,0.0,0.0,6.5,0.0,1.833333333,0.0,0.166666667,6.020145284,0.0,54.15870727,7.333761722,79557,0.0,0.0,0.0,57,WEBER
234,570234,168.0,441.4299186,2.627559039,13.0,7.8,2.2,3.0,96.3576053,7.833333333,0.0,2.166666667,0.0,0.833333333,1.166666667,0.166666667,0.833333333,10.03357547,0.0,62.82286463,10.5011652,79557,0.0,0.0,0.0,57,WEBER
235,570235,114.3333333,298.5661005,2.611365311,1.3,0.0,0.0,1.3,81.52116034,0.0,0.0,0.0,0.0,0.833333333,0.333333333,0.166666667,0.0,5.852641097,0.0,67.33437025,7.000815657,79557,0.0,0.0,0.0,57,WEBER
236,570236,135.5,367.6276434,2.71311914,2.5,0.0,0.0,2.5,45.67621208,0.0,0.0,0.0,0.0,1.166666667,0.0,0.166666667,1.166666667,5.183732645,0.0,29.82484182,8.167637615,79557,0.0,0.0,0.0,57,WEBER
237,570237,86.33333333,226.8121414,2.627167661,1.7,0.2,0.2,1.3,165.1771638,0.0,0.166666667,0.166666667,0.0,0.666666667,0.166666667,0.166666667,0.333333333,4.513149095,0.0,153.6630636,5.334284377,79557,0.0,0.0,0.0,57,WEBER
